Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Competitors,Average Salary,Average Revenue,Processed_JD
"Scientist, Bacteriology",2.1,Cerus Corporation,"Concord, CA","Concord, CA",350.5,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,-1,111.5,37.5,"Scientist, Bacteriology Location Cerus Department 1400 Microbiology Apply Now Job Brief (Primary Responsibilities) Initiates executes research development viral infectivity assays using variety different bacteria, including pathogenic species, human blood blood products JOB DESCRIPTION Title: Scientist, Bacteriology Department: Development Status: Exempt Summary Scope Position: Plans, initiates executes GLP research bacteriology studies evaluating efficiency Cerus’ technologies variety different human pathogens human blood products. May occasionally participate virology assays. Primary Responsibilities: Initiate execute experiments, either independently team member; including experiments Some work may support product claims regulatory submissions Work various pathogenic bacteria using appropriate precautions Prepare manipulate whole blood various blood products, including plasma, platelets RBC Initiate, grow maintain various bacteria Develop optimize bacterial stock growth Develop, optimize qualify validate bacterial assays Perform appropriately document GLP notebook studies Make detailed observations, analyze data interpret results Prepare technical reports, summaries, protocols quantitative analyses Analyze data results research experiments well GLP studies Prepare final reports, study plans, etc., necessary multiple projects Prepare deliver presentations experimental results internal public forums Maintain high level professional expertise familiarity current scientific literature Contribute project progress within his/her scientific discipline Perform subject matter expert general bacteriology Contribute to/author regulatory submissions scientific journal articles May manage bacteriology laboratory including direct supervision small staff May design, initiate manage off-site studies Perform related duties required Act principal investigator conducting experiments Act study director GLP studies Uses professional concepts company’s policies procedures solve wide range difficult problems imaginative practical ways Makes decisions validity importance experimental results Exercises judgment within defined practices policies selecting methods techniques obtaining results Qualifications/Requirements/Skills: Ph.D. bacteriology-related discipline preferred years relevant experience MS/MA microbiology-related discipline minimum years relevant experience; BA/BS required minimum years relevant experience Postdoctoral work may serve experience Demonstrated ability initiate, carry complete research and/or development projects Demonstrated working knowledge scientific principles microbiology Experience developing new methodology techniques Experience working pathogenic organisms Demonstrated experience bacterial assays viability determination enumeration, experience wide range bacteria Experience PCR amplification techniques Experience cell, molecular biology Experience cell culture, including stock preparation repository maintenance Exposure identification bacterial morphology Experience working human blood products desirable Experience working GLP regulated environment desirable Strong attention detail accuracy Must publications peer-reviewed journals, demonstrated ability independently write reports address key technical research development issues Excellent mathematical skills, problem solving skills, ability apply scientific methods resolution Strong word processing, spreadsheet, scientific graphics applications skills Proven analytical skills; problem-solving, trouble-shooting, innovative Team oriented Ability work independently Strong communication presentation skills (verbal, excellent written, interpersonal, listening) Flexible; ability adapt changing priorities Time management (schedules, timelines, task prioritization)"
Data Scientist,-1.0,SentiLink,"San Francisco, CA",-1,-1.0,-1,-1,-1,-1,-1,103.15389972144847,1.0,"Data Scientist SentiLink, responsible developing maintaining core product: models identify fraudsters synthetic identities. You also interface teams across company develop new products, provide analysis support different business needs (product management, business development, risk operations), help productionalize insights ensure scalability. This full-stack data science role, involving model development, analysis, writing tested, production-quality code. Candidates previous data science work experience interested fast-moving company deep domain understanding drives development. Responsibilities responsible SentiLink’s fraud detection models model development lifespan data acquisition decisions featurization, focusing labeling resources, model training, productionalization, monitoring Work product engineering teams develop new identity verification products Write production-ready code relied real-time decision making partners Perform analyses inform data acquisition, product development, risk operations priorities, sales efforts Work engineering access necessary data, maintain data quality, support data access teams Dig deep identify new trends fraud update models capture Work Experience graduate degree technical field years relevant work experience years relevant work experience (e.g. data scientist, machine learning engineer) Interest developing domain expertise product-focused work background fraud required, willingness learn Understanding different machine learning models trade-offs Ability perform statistical analysis Experience writing production code tests Detail oriented thoughtful someone rely make business-changing decisions Ability desire take initiative drive projects completion Bonus familiarity with: fintech adjacent industries; identity solutions; distributed computing frameworks; data engineering; AWS; SQL Perks Work culture gives time, space, support required build great things Awesome co-workers cool team activities (go-karting, scuba diving, blacksmithing, etc.) Insurance (medical/dental/vision) dependents 401k matching Unlimited PTO"
"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",3.7,Takeda Pharmaceuticals,"Cambridge, MA","OSAKA, Japan",10000.0,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,"Novartis, Baxter, Pfizer",154.5,10.0,"Job Description Are looking patient-focused, innovation-driven company inspire empower shine? Join Associate Director, Platform DevOps Cambridge, MA. Takeda, transforming pharmaceutical industry R&D-driven market leadership values-led company. this, empower people realize potential life-changing work. Certified Global Top Employer, offer stimulating careers, encourage innovation, strive excellence everything do. foster inclusive, collaborative workplace, global teams united unwavering commitment deliver Better Health Brighter Futureto people around world. Here, vital contributor inspiring, bold mission. Takeda looking leader Development Operations Cloud Scale Analytics join Data Engineering Artificial Intelligence team. member Data Engineering team, tasked creating ecosystem right data, ask right question, right time. You work rest team enable Takeda continue journey harnessing large scale Big Data, Machine Learning Deep Learning techniques, focusing educating others specialty Large Scale DevOps. You help manage modern ecosystem using elastic serverless components. You helping solve biggest question Takeda healthcare general. POSITION OBJECTIVES: Provide leadership highly specialized expertise Data Engineering portfolio, complicated data ecosystems, big data high compute clusters modern IAAS deployments elastic serverless implementations. Oversee drive deployment automated infrastructure software deployments development production. Demonstrates innovative methods cloud based IAAS deployments modern scripting tools quickly launch, shut re-launch platforms applications using modern innovative scripted techniques agile accelerating approach realizing business outcomes, keeping alignment business vision. Also act coach operational excellence teams inside outside R&D. Provide leadership proper operations management. This includes proper “key management” “controlled operations” continuous deployments. Ensure quality service highly complex deployments source code control, automation, understanding scripted service-based environments IAAS ecosystems, business continuity mind. Manage strategic global R&D systems configuration deployment within Data Engineering AI, providing proper discipline rigor deploy new innovative solutions produce insights impact R&D portfolio. Lead manage advanced service teams Data Engineering portfolio focused innovation within R&D manage third party operations teams function together provide above. POSITION ACCOUNTABILITIES: Serve DevOps Operations Lead Implementation Deployment artifacts Data Engineering products drive decision R&D. Uses new techniques, operational experience business experience drive R&D landscape develop ensure products developments innovative, secure use state art deployment techniques. Also influences end life components transitions future state progress product portfolio’s long-term goals. Influence existing complex landscape solutions innovating, redefining simplifying designs, propose execute solutions identified highly complex R&D problems data process driven agile approaches. Designs/builds/deploys complex system products R&D deliver value pipeline ensuring forward-looking technology base, continuously managing short change cycles drive future state strategy. Lead deployments, ensuring security, integrity alignment, applying modern/innovative deployment security techniques, included proper key management, encryption intrusion prevention detection. Build accelerate new capabilities R&D functions transform innovate new insights ways working, impacting management keys operations, capabilities time change towards improved business outcomes client satisfaction. Influence, provide feedback oversee data scientist data engineer outputs find, propose improve R&D solutions. Ensure advanced capabilities steady operation, using scripted infrastructure deployment techniques. This require utilizing driving existing third-party teams currently manage deployments maintain proper production system. Use coding and/or scripting tools automate tasks software infrastructure deployment monitoring. Work independently tough problems team members independently solve, guidance, difficult technology problems. Demonstrate advanced tooling techniques technical organizations throughout company. EDUCATION, BEHAVIORAL COMPETENCIES AND SKILLS: Required Bachelor’s degree equivalent experience Scientific, Informatics, Computer Science related. years experience technical specialist relevant project work. Experience managing outsourced operations teams virtual operations team. Understanding scripted deployment tools including Ansible, Cloud Formation, Puppet Chef. Working knowledge Hadoop HPC environments. Knowledge Understanding IAAS Environments focused-on AWS. Experience managing advanced data platforms including NoSQL (MongoDB, Other), SQL (PostgreSQL, MySQL) Spark environments. Experience Understanding Docker container-based services. Ability work agile rapid changing environment high quality deliverables. Preferred Master’s degree/PhD equivalent experience Scientific, Informatics, Computer Science related field. WHAT TAKEDA CAN OFFER YOU: 401(k) company match Annual Retirement Contribution Plan Tuition reimbursement Company match charitable contributions Health Wellness programs including onsite flu shots health screenings Generous time vacation option purchase additional vacation days Community Outreach Programs Empowering Our People Shine Discover takedajobs.com Phone Calls Recruiters Please. #LI-JV1 Locations Cambridge, Worker Type Employee Worker Sub-Type Regular Time Type Full time"
Data Scientist,3.4,"Remedy BPCI Partners, LLC.","New York, NY","Norwalk, CT",350.5,2011,Company - Private,Health Care Services & Hospitals,Health Care,"Healthfirst (New York), naviHealth",95.0,24319.000761035008,"DS/ML stack: Languages: Python, Spark, SQL Algorithms: Classifications, Regressions, Neural Networks, Time series, Graphs Infrastructure: AWS (EMR, EC2, S3, etc) Visualization: Tableau similar What do? Develop and/or use various algorithms build predictive models within healthcare (e.g. risk readmission hospital). Collaborates business product teams understand problems goals, develop predictive modeling approaches, statistical analysis, data reports performance metrics. Performs analyses structured unstructured data solve multiple and/or complex business problems using advanced statistical techniques mathematical analyses broad knowledge organization and/or industry. Use strong knowledge algorithms predictive models investigate problems, detect patterns recommend solutions. Use strong programming skills explore, examine interpret large volumes data various forms. Comfortable reading academic oriented literature collaborating subject matter experts inform better predictive models. looking someone with: year’s professional experience data scientist machine learning engineer year’s professional experience working big data relational databases Strong hands-on modeling experience building predictive models Strong knowledge advanced applied data science (machine learning, neural networks, etc.), mathematical modeling, computational, statistical, data mining techniques (regression, decision trees, clustering etc.), dimensionality reduction techniques. Strong experience data manipulation, analysis visualization. Strong experience mentoring junior colleagues Advanced degree physics, applied mathematics, statistics related field preferred Healthcare industry experience plus About Signify Health Signify Health partners leading health plans, healthcare providers, biotechnology pharmaceutical companies, technology companies improve quality life providing comprehensive care needed most. addition, Signify Health delivers software services enable payers, employers at-risk providers organize finance healthcare delivery around patient’s episode care. With innovative logistics clinical workflow technology platform, exhaustive data set, unparalleled national clinical network, company provides tech-enabled care services vulnerable populations within routine daily lives improve health quality life. Signify Health delivers services partners 1,000 healthcare locations nationwide serves well one million health plan members year, providing health risk evaluations, complex care management, outcomes-based pharma services, specialized medical services home convenient locations. Signify Health multiple offices Texas additional locations Connecticut, New York South Dakota. learn more, please visit www.signifyhealth.com."
Data Scientist,4.0,Strategic Financial Solutions,"New York, NY","New York, NY",750.5,2007,Company - Private,Consumer Product Rental,Consumer Services,"National Debt Relief, Freedom Financial Network",97.5,24319.000761035008,"Overview love numbers finding story numbers? Does thought tackling complex data issue make smile? Have got knack solving problems? want help drive results multi-million dollar business? answered ""yes"" questions, Data Scientist position Strategic Financial Solutions may right fit you. Strategic looking experienced Data Scientist statistical machine learning experience join Data Science Team, produces models prescriptive predictive analytics. The person role would responsible conducting data analysis developing predictive models leveraging data science machine learning solve various business use cases, including marketing intelligence, customer segmentation, predictive models operations. This great opportunity someone wants learn aspects business he/she support product, sales, leadership marketing teams insights gained analyzing company external data. Candidates must strong experience variety data manipulation tools, data analysis/ mining methods build implement models able develop algorithms simulation methods. successful candidate proven ability drive business results data-based insights. Responsibilities Research develop statistical machine learning methodologies solve complicated business problems Work stakeholders identify opportunities leveraging large data sets drive business decisions. Collaborate sales, marketing senior executive teams model development Strong communication skills ability clearly present ideas technical findings key decision makers Qualifications Knowledge statistical machine learning techniques regressions classifications generalized linear models, classification trees, Random Forest, XGBoost, SVMs etc. Industry experience areas definite plus. Knowledge stochastic process terms transaction matrix equilibrium distribution, etc. Experience Python, SQL, etc. variable selection dimension reduction skills LASSO PCA Strong problem-solving skills emphasis financial risk management sales marketing predictive analytics Unsupervised learning experience k-means, hierarchical clustering, Bayesian network etc. Excellent written verbal communication skills coordinating across teams Graduate degree Statistics, Data Science, Applied Math, Operations Research, Computer Science areas STEM. Exceptional candidates undergraduate degree also seriously considered. About Strategic: Strategic Financial Solutions leading consumer finance company specializes helping people much credit card debt. recently named 21st Best Company Work New York Best Companies Work For certified Great Place Work times. Additional honors include named, two times, one fastest growing companies New York City prestigious Inc. 500 list one 500 fastest growing companies United States. Please mark @talent.icims.com safe sender ensure recruiter emails spam"
Senior Data Scientist,4.4,Maven Wave Partners,"Chicago, IL","Chicago, IL",350.5,2008,Company - Private,Consulting,Business Services,-1,128.5,75.0,"Who Are! Maven Wave, relentless hiring industry’s top talent. Each employee hand-picked skills, personality broad expertise. looking rare combination talent sets apart industry. Maven Wave helps leading companies make shift digital shorten fuse innovation. combine expertise top-tier consulting agility cutting-edge technology firm. This multidisciplinary blend skills allows create unique digital advantages clients. Maven Wave’s digital solutions agile, mobile, rooted analytics, built cloud. Maven Wave, Google, YOU: Drive deliver business results data-based insights. looking Senior Data Scientist utilize analytical, statistical, programming skills develop data-driven solutions complex business challenges. Your Life Maven: Leverage company data drive business solutions enterprise clients using Python. Perform data collection Data Science operations including Machine Learning. Develop custom data models algorithms apply data sets. Use predictive modeling increase optimize customer experiences, revenue generation, targeting, business outcomes. Assess Model accuracy using common metrics (AUC, F1, etc.) explain results client stakeholders. Your Expertise: years experience manipulating data sets building statistical models. Cloud experience major platform, AWS, GCP, Azure. Experience using Data Science languages (R, Python) manipulate data draw insights. Knowledge variety Machine Learning advanced analytical techniques real world advantages/drawbacks. Familiarity following software/tools: Python, Java, Jupyter Notebooks, SQL, platforms (H2O, DataRobot), distributed data (Map/Reduce, Hadoop), visualization (Tableau, qikview) Your X-Factor: Aptitude You innate capacity transition project project without skipping beat. Communication You excellent written verbal communication skills coordination across projects teams. Impact You critical thinker emphasis creativity innovation. Passion You drive succeed paired continuous hunger learn. Leadership You trusted, empathetic, accountable, empower others around you. Why We’re Proud Mavens! Google Cloud North America Services Partner Year 2019, 2018 #21 Best Workplaces Chicago, FORTUNE, 2018 Great Place Work Certification, Great Place Work, 2017 2018 Fast Fifty, Crain's Chicago Business 101 Best Brightest Companies Work For, National Association Business Resources (NABR) Top Google Cloud Partner, Clutch Fastest Growing Consulting Firms North America (#11, #37), Consulting Magazine Top Services Companies, Clutch Google Global Rising Star Partner Year Ready Learn More? Life Maven Check Apps Data Team See Glassdoor say Real Customer Stories"
Senior Research Scientist-Machine Learning,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",750.5,1984,College / University,Colleges & Universities,Education,-1,124.0,24319.000761035008,"What Do: SEI Emerging Technology Center, describe work “making recently possible mission-practical.” help government customers stay leading edge technology identifying, demonstrating, extending, applying emerging software technologies solve real government problems. currently work fields human-machine interaction, applied artificial intelligence machine learning, advanced computing—areas changing progressing rapidly. show customers new technologies improve mission capabilities rapid prototyping iterative development, rely shape academic industrial research. Are creative, curious, energetic, collaborative, technology-focused, hard-working? Are interested making difference bringing innovation government organizations beyond? Apply join team. Position Summary: senior research scientist focusing machine learning, identify, shape, apply, conduct, lead research matches critical U.S. government needs. Requirements: Computer Science related discipline ten (10) years experience; fields eight (8) years experience; PhD five (5) years experience. Flexible travel SEI offices Pittsburgh Washington, DC, sponsor sites, conferences, offsite meetings occasion. Moderate (25"") travel outside home location. You subject background investigation must eligible obtain maintain Department Defense security clearance. Duties: Hands-on research: You’ll conduct lead novel research applied machine learning artificial intelligence. Solution development: You’ll work lead interdisciplinary teams turn research results prototype operational capabilities government customers stakeholders. Strategy: You’ll work Center leaders colleagues plan, develop, carry overall research strategy, influence national research agenda regarding future technology. Collaboration: You'll actively participate teams software developers, researchers, designers, technical leads. You'll build relationships collaborate researchers, government customers, stakeholders understand challenges, needs, possible solutions, research directions. Mentoring: You'll contribute improving overall technical capabilities Center mentoring teaching others, participating design (software otherwise) sessions, sharing insights wisdom across SEI Emerging Technology Center team. Knowledge, Skills, Abilities: Deep technical knowledge: You performed extensive research applied machine learning artificial intelligence. You worked tools, techniques, algorithms, software, programming languages deep learning, reinforcement learning, statistics, sensors sensor fusion, planning, computer vision, related areas. Communication Collaboration: You strong written verbal communication skills interact collaboratively diplomatically customers colleagues. You grasp big picture, direction, goals effort focusing great attention detail. You present complex ideas people may deep understanding subject area. Dedication: You meet deadlines multi-tasking–sometimes pressure shifting priorities. Creativity Innovation: You creative curious, inspired prospect collaborating premier researchers visionaries Carnegie Mellon universities organizations. You quickly learn new procedures, techniques, approaches. You forward-looking connect research practical challenges. Knowledge Learning: You possess broad technical interests along deep knowledge particular field human-computer interaction, data analytics machine learning, advanced computing, autonomy adaptive systems. Desired Experience: Research practices publications: You track record conducting research machine learning artificial intelligence. You reputation highest level research technical integrity. You demonstrated contributions published research. Familiarity emerging trends opportunities: You familiar technical challenges emerging trends computing information science, aware opportunities industry government. Technical leadership: You led research projects experience collaborating across research teams mentoring researchers. Proposals: You formulated delivered successful research proposals funding agencies led resulting projects. Government projects: You worked familiar DARPA, IARPA, Service Labs, government research sponsors More Information Please visit “Why Carnegie Mellon” learn becoming part institution inspiring innovations change world. listing employee benefits available at: www.cmu.edu/jobs/benefits-at-a-glance/. Carnegie Mellon University Equal Opportunity Employer/Disability/Veteran."
Principal Data Scientist,3.2,The Climate Corporation,"San Francisco, CA","San Francisco, CA",750.5,2006,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,"Granular, Intuit, John Deere",194.0,24319.000761035008,"Position Overview The Climate Corporation looking innovative Principal Data Scientist lead development implementation core solutions impact operations foundations The Climate Corporation’s Science scale. Working engineering scientific leaders, set strategic direction productizing large scale scientific problems inform products programs. The problems scaling Agronomic Science via complex challenging, leading excellence Climate’s productization strategy. You need adopt architectural vision work Machine Learning Engineers Data Scientists team accelerate deployment quality growers enterprise receive. This cross-functional role collaborate Researchers/Engineers well Data Engineers. remind fun. What You Will Do: Architect lead tactical implementation productizing frameworks scale informing Climate Bayer products programs Provide strategic direction accelerate deployment scientific innovation efficient robust ML/DL pipelines Set standards take ML/DL capabilities next level Climate translate actionable projects shooting operationalization excellence Starting ambiguous problem definitions, discover new business opportunities implement optimal scalable solutions leverage multiple methodologies, technologies, skill sets Mentor coach team talented data scientists machine learning engineers adopt MLOps mentality empowers rest organization Build trusted partnerships across company. Enable functions supporting leading new capabilities entire company Required Qualifications: Advanced degree Statistics, Data Science, Computer Science, Math, Engineering, quantitative discipline years experience technical leader exceptional hands-on experience building capabilities years experience leading execution data-intensive projects cross-functional setting Demonstrated experience implementing solutions working wide-array data science engineering infrastructure relevant cloud solutions Expert adopter CD4ML ensure quality ML/DL process Natural team player focused customer needs Preferred Qualifications: In-depth knowledge technologies capabilities Experience translating scientific frameworks scalable solutions Experience MLOps best practices, tooling, infrastructure Interested understanding Agronomic Science, Imagery, Geospatial frameworks investigate translated scalable Data Science better serve customers enterprise What Offer: Our teams composed industry experts, top scientists, talented engineers. The environment extremely engaging fast-paced, dozens specialties coming together provide best possible products experiences customers. provide competitive salaries best perks industry, including: Superb medical, dental, vision, life, disability benefits, 401k matching program stocked kitchen large assortment snacks drinks get day Encouragement get office field agents farmers see first-hand products used take part offer various workshops, conferences, meet-up groups, tech-talks, hackathons encourage participation growth community involvement career development also hinge cultural DNA five values: Inspire one another Innovate Leave mark world Find possible impossible direct transparent Learn team mission: The Climate Corporation The Technology Behind Making Difference https://youtu.be/c5TgbpE9UBI visit https://climate.com/careers Climate aims create welcoming collaborative environment employees diverse set perspectives voices represented celebrated. part dedication diversity workforce, The Climate Corporation committed Equal Employment Opportunity discriminate based race, religion, color, national origin, ethnicity, gender, sex (including pregnancy), protected veteran status, age, disability, sexual orientation, gender identity, gender expression, unlawful criterion existing applicable federal, state, local laws. need assistance accommodation due disability, may contact accommodations@climate.com."
Business Intelligence Analyst,3.8,GA Telesis,"Fort Lauderdale, FL","Fort Lauderdale, FL",750.5,2002,Company - Private,Aerospace & Defense,Aerospace & Defense,"AAR, HEICO, AerSale",103.15389972144847,250500.0,"Job Summary: The Telesis Business Applications Team focuses creating competitive advantage business units helping make quick decisions based analytics provide them. small growing team builds leverages state-of-the-art analytics systems. The ideal candidate use passion data modeling expert ability analytical thinker provide insights business. This position responsible gathering evaluating business requirements translating functional solutions. Solutions range process automation business intelligence reporting. Responsibilities: Review, analyze evaluate business systems, processes company needs Create KPI reporting Create self-service reporting Develop forecasting models Write optimize automation steps use PL/SQL scripts Create ETL processes able help end users digest information thru end user training support Test document changes Qualifications: 2-3 yrs experience role using Business Intelligent Development Software Experience using SQL Developer-PL/SQL Knowledge Oracle Advanced Excel skills Strong business acumen Excellent verbal written skills HTML/CSS/JavaScript preferred WebFOCUS knowledge preferred Able work independently limited supervision Able multitask simultaneous requests, learn react quickly, meet deadlines."
Business Intelligence Analyst,3.1,"Qualifacts Systems, Inc.","Nashville, TN","Nashville, TN",350.5,2002,Company - Private,Enterprise Software & Network Solutions,Information Technology,Netsmart,103.15389972144847,37.5,"Make Difference one top behavioral health EHR providers country, Qualifacts Systems, Inc. changing health care industry since founding 2000. 5-time honoree Inc. 5000 list, entrepreneurial spirit born start-up roots, amazing team down-to-earth people empowered successful jobs every day. Collaboration industry leaders mentors routine part do, focus making meaningful impact peoples lives. Our people get best peers open supportive environment. Join Make Difference! Life Qualifacts Operating 22nd 23rd floors UBS Tower downtown Nashville, weve worked hard build strong culture built core values integrity, accountability, passion, compassion collaboration. know lot companies say similar things easy things say. Living values different matter, according recent engagement survey, 80% employees say do. Like companies, offer competitive salaries, comprehensive medical, dental, vision plans, robust PTO plan, 401(k) plan matching, goodies essential downtown Nashville, free parking Starbucks coffee. Qualifacts created atmosphere people focus whats important: empowering behavioral healthcare partners achieve better outcomes. But dont get idea work fun. Our environment casual important everyone feel comfortable themselves. celebrate successes achievements, host relaxing get-togethers team building events. From lunch learn sessions on-site training volunteer days, provide opportunities learn grow, Make Difference community. About Position The Business Intelligence Analyst mid-level role within Business Intelligence job family, working closely business technical teams direction manager deliver solutions customers. This client facing internal role responsible documentation, development quality analysis including matters regarding Analytics portfolio. The Analyst operate independently within practice, supporting larger requests complexity scope, including client escalations. They articulately concisely explain implications complex data sets various analytics solutions customers. They regularly executing parallel projects, work closely peers maintain established practice cycle times mentoring junior members team. They may required times analyze CareLogic database creative solutions, better understand business use data entered. They must able understand nuances reporting needs behavioral health market order help prioritize work recommend viable solutions business technical teams. Please note sponsor visas position. Primary Responsibilities Participates requirements capture sessions clients business stakeholders. Design necessary mock-ups conduct iterative reviews clients. Create, manage, review internal external stakeholders. Create review analysis documentation developers report designers. Testing validation report functionality, including engaging clients acceptance testing. Additional duties directed leadership Key Qualifications Bachelors degree business intelligence, analytics, related field, comparable work experience years demonstrated experience working Business Analyst within Information Technology years experience Analytics best practices, assessments, business processes, in-depth data analysis, requirements gathering, data modeling, relational multidimensional databases. years experience tools including reporting data visualization Demonstrated experience working internal and/or external stakeholders Experience working Professional Services environment statement work/contracts deliverables. Demonstrated experience leveraging appropriate requirements elicitation techniques (e.g. JAD, Interview, Observation, etc.) Intermediate Database design structure relation data concepts Intermediate SQL query writing Knowledge data warehouse design usage Experience managing data validations exception reporting Experience working diverse group stakeholders order understand need requirements Additional Preferred Qualifications Advanced degree related field One following certifications: CBIP, ITIL, Lean Six Sigma, TOGAF years demonstrated experience working Business Analyst within Information Technology years experience Analytics best practices, assessments, business processes, in-depth data analysis, requirements gathering, data modeling, relational multidimensional databases. years experience tools including reporting data visualization Natural curiosity strong desire learn, maintain, apply knowledge emerging BI&A tools, strategy, methodology, general best practices Outstanding verbal written communication skills, ability express complex technical concepts business terms effectively interface peers leads Qualifacts provides equal employment opportunities (EEO) employees applicants employment without regard race, color, religion, sex, national origin, age, disability genetics. believe providing employees work environment free unlawful discrimination harassment. addition federal law requirements, Qualifacts complies applicable state local laws governing nondiscrimination employment every location company facilities. This applies terms conditions employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves absence, compensation training."
Data Engineer with R,4.1,Redstream Technology,"Georgia Southern, GA","New York, NY",25.5,2007,Company - Private,IT Services,Information Technology,-1,103.15389972144847,7.5,"Data Engineer -Contract Role Atlanta, Our client, prestigious consulting firm seeking data Engineer join office Atlanta, Georgia. The candidate migrating SPSS code infrastructure. Must able self-directed debug code. The company looking someone IT/computer science background. Responsibilities: Migrating tens thousands lines legacy SPSS code Extensive debugging code ensure quality control Detailed documentation methodology process step migration Qualifications: 1-2 years programming experience especially Experience analyzing large datasets, ETL; Any database experience preferred Knowledge statistical analyses (descriptive statistics, cluster analysis etc.) plus Self-starter, ability work independently solution-oriented mindset #redstream"
Clinical Laboratory Scientist,3.7,Vail Health,"Vail, CO","Vail, CO",750.5,1966,Hospital,Health Care Services & Hospitals,Health Care,-1,103.15389972144847,300.0,"POSITION PURPOSE: Performs CLIA moderate high complexity laboratory tests analyses; recognizes corrects problems; possesses depth knowledge laboratory techniques, principles, instruments; correlates interprets test results. Provides physicians rapid accurate test results. ESSENTIAL JOB FUNCTIONS: Performs CLIA moderate high complex lab testing, automated non-automated, hematology, chemistry, blood bank, microbiology, coagulation, serology, molecular diagnostics. Performs, statistically evaluates, troubleshoots, records quality control, calibrations, validations test assays. Performs records preventive maintenance lab instrumentation. Identifies, evaluates, performs corrective maintenance lab equipment. Validates, correlates patients' diagnosis, interprets, reports laboratory test data; enters data LIS system reviews completeness accuracy. Reports interprets data physicians, infection control, regulatory agencies, required. Performs specimen collection, handling, processing, storage. Evaluates specimens quality testing troubleshoots deviations. Assists development projects; collects tabulates data. Assists training education new med techs lab assistants. Maintains competency continuing education general lab practices. Perform duties assigned. Must HIPAA compliant. MINIMUM QUALIFICATIONS: Experience: years CLIA high complexity lab required. Certification(s): MLS(ASCP) ASCP certification Medical Laboratory Scientist MT(AMT) AMT certification Medical Technologist required Computer Typing: Must possess, able obtain within days, computers skills necessary complete online learning requirements job-specific competencies, access online forms policies, complete online benefits enrollment, etc."
Data Scientist,4.7,Strategic Employment Partners,"Irvine, CA","Los Angeles, CA",125.5,2006,Company - Private,Staffing & Outsourcing,Business Services,-1,103.15389972144847,3.0,"Data Scientist Strategic Employment Irvine, established South OC-based Saas company looking grow another Data Scientist. The ideal candidate looking continue, grow, career Machine Learning whilst working Python SQL. This role crucial next steps company take well services provide. Qualifications: Experience Python SQL Experience Machine Learning Keras, Tensorflow Experience Pandas, Numpy, Scikit-Learn Pluses: Deep Learning Neural Networks Natural Language Processing H2O Big Data Phd Degree Data Science relevant field Posted On: Thursday, March 26, 2020 Compensation: $120,000 -$140,000 Apply"
